ipem_index;ipem_key;origin_esr;dest_esr;cargo_name;cargo_id;cargo_code;rzd_cost_loaded_per_ton;rzd_cost_empty_per_ton;rzd_cost_total_per_ton;operators_cost_per_ton;transshipment_cost_per_ton;excise_or_duty_per_ton;transport_total_cost_per_ton;production_cost_per_ton;total_cost_per_ton;market_price_per_ton;rzd_match_count
1;86490_98470;86490;98470;КОНЦЕНТР УГОЛЬН;16104;16104;2128.56;982.67;3111.23;1253.23;1292.85;;5657.31;4547.50;10204.81;10627.227;8
2;86300_7640;86300;7640;УГОЛЬ Д;16112;16112;2004.78;899.89;2904.67;1252.90;1034.28;;5191.85;3342.25;8534.10;5645.445;57
3;88760_97950;88760;97950;УГОЛЬ Д;16112;16112;2273.88;1040.26;3314.14;2255.22;;;5569.36;1426.63;6995.99;8015.67;10
4;89310_98830;89310;98830;УГ БУР НЕПОДМОС;16109;16109;1694.42;1017.19;2711.61;1217.10;;;3928.71;797.15;4725.86;3436.22;8
5;89310_85200;89310;85200;УГ БУР НЕПОДМОС;16109;16109;628.01;328.12;956.13;429.57;;;1385.70;797.15;2182.85;3436.22;2
6;86300_96770;86300;96770;УГОЛЬ Д;16112;16112;1458.89;925.00;2383.89;1212.80;;;3596.69;3561.68;7158.37;3436.22;5
7;88760_20280;88760;20280;УГОЛЬ Д;16112;16112;2108.19;958.53;3066.72;1825.65;;;4892.37;1426.63;6319.00;5645.445;10
8;87180_81760;87180;81760;УГОЛЬ К;16114;16114;1045.96;518.87;1564.83;687.25;;;2252.08;6138.59;8390.67;3436.22;1
10;88760_52520;88760;52520;УГОЛЬ Д;16112;16112;2199.91;1017.19;3217.10;1217.10;872.24;;5306.44;1426.63;6733.08;6895.2;14
11;86300_51090;86300;51090;УГОЛЬ Г;16111;16111;1576.68;865.10;2441.78;894.93;;;3336.71;4426.45;7763.16;3436.22;1
12;86300_86420;86300;86420;УГОЛЬ Д;16112;16112;156.72;9.80;166.52;393.77;;;560.29;3342.25;3902.54;3436.22;5
13;86000_97950;86000;97950;УГОЛЬ Т;16118;16118;2340.48;1077.45;3417.93;2627.73;;;6045.66;3342.25;9387.92;8015.67;6
15;86300_98930;86300;98930;УГОЛЬ Г;16111;16111;2267.25;1050.48;3317.73;2627.73;;;5945.46;3561.68;9507.14;8015.67;26
16;86480_51090;86480;51090;КОНЦЕНТР УГОЛЬН;16104;16104;1676.12;943.87;2619.99;1181.30;;;3801.29;8811.99;12613.28;6635.65;1
17;86490_30250;86490;30250;КОНЦЕНТР УГОЛЬН;16104;16104;1397.09;701.46;2098.55;929.81;;;3028.36;4547.50;7575.86;6635.65;8
18;86300_52520;86300;52520;УГОЛЬ Г;16111;16111;1973.22;894.00;2867.22;966.52;872.24;;4705.98;4426.45;9132.44;6895.2;14
19;88760_7640;88760;7640;УГОЛЬ Д;16112;16112;1786.27;822.48;2608.75;1131.95;1034.28;;4774.98;7326.90;12101.88;5645.445;27
20;89310_88780;89310;88780;УГ БУР НЕПОДМОС;16109;16109;406.35;180.72;587.07;357.97;;;945.04;797.15;1742.19;3436.22;1
21;86500_86420;86500;86420;УГОЛЬ Ж;16113;16113;192.14;23.19;215.33;393.77;;;609.10;4547.50;5156.60;3436.22;2
22;86300_53260;86300;53260;УГОЛЬ Г;16111;16111;2155.55;987.87;3143.42;1897.25;;;5040.67;4426.45;9467.12;6895.2;9
23;88900_96280;88900;96280;УГ БУР НЕПОДМОС;16109;16109;1493.46;885.22;2378.68;1073.91;;;3452.59;459.65;3912.24;3436.22;3
24;88900_95470;88900;95470;УГ БУР НЕПОДМОС;16109;16109;1497.99;841.23;2339.22;1002.32;;;3341.54;459.65;3801.19;3436.22;8
26;86300_7640;86300;7640;УГОЛЬ Г;16111;16111;1873.97;835.77;2709.74;966.52;1034.28;;4710.54;4426.45;9136.99;5645.445;49
27;86300_52520;86300;52520;УГОЛЬ Д;16112;16112;1908.39;881.85;2790.24;1414.93;872.24;;5077.42;3561.68;8639.09;6895.2;28
29;86430_88380;86430;88380;УГОЛЬ Т;16118;16118;605.62;339.60;945.22;608.55;;;1553.77;4426.45;5980.22;3436.22;3
31;86490_81760;86490;81760;КОНЦЕНТР УГОЛЬН;16104;16104;1098.95;540.54;1639.49;768.11;;;2407.60;4547.50;6955.10;6635.65;1
32;85270_7640;85270;7640;АНТРАЦИТ;16101;16101;1903.83;855.89;2759.72;1145.51;1034.28;;4939.51;6527.30;11466.81;8360.43;26
33;86430_98610;86430;98610;УГОЛЬ Т;16118;16118;2340.48;1077.45;3417.93;1576.64;1292.85;;6287.42;3342.25;9629.67;8015.67;17
34;86460_80120;86460;80120;КОНЦЕНТР УГОЛЬН;16104;16104;1081.42;536.23;1617.65;608.55;;;2226.20;4722.64;6948.84;6635.65;1
35;86220_21270;86220;21270;УГОЛЬ Д;16112;16112;1355.39;773.93;2129.32;1172.37;;;3301.69;3561.68;6863.37;3436.22;6
36;88930_92460;88930;92460;УГ БУР НЕПОДМОС;16109;16109;516.30;229.63;745.93;572.75;;;1318.68;697.92;2016.60;3436.22;2
37;94610_94700;94610;94700;УГ БУР НЕПОДМОС;16109;16109;419.65;141.96;561.61;322.17;;;883.78;6138.59;7022.37;8015.67;4
38;85270_52520;85270;52520;АНТРАЦИТ;16101;16101;1883.83;850.43;2734.26;859.13;872.24;;4465.63;6527.30;10992.93;10110.087;3
39;86410_19330;86410;19330;КОНЦЕНТР УГОЛЬН;16104;16104;1497.99;841.23;2339.22;1109.71;;;3448.93;4547.50;7996.43;6635.65;3
41;86480_81760;86480;81760;КОНЦЕНТР УГОЛЬН;16104;16104;1215.59;587.55;1803.14;680.14;;;2483.28;8811.99;11295.27;6635.65;2
42;86470_97950;86470;97950;УГОЛЬ Т;16118;16118;2584.49;1171.15;3755.64;2326.81;;;6082.45;6527.30;12609.75;8015.67;3
43;86460_98780;86460;98780;КОНЦЕНТР УГОЛЬН;16104;16104;2350.57;1068.11;3418.68;1109.71;1292.85;;5821.24;4722.64;10543.88;10627.227;4
44;88760_52530;88760;52530;УГОЛЬ Д;16112;16112;1694.42;1017.19;2711.61;1288.70;;;4000.31;1426.63;5426.94;3436.22;13
45;88760_83360;88760;83360;УГОЛЬ Д;16112;16112;833.83;452.13;1285.96;572.75;;;1858.71;1426.63;3285.34;3436.22;4
46;86490_97040;86490;97040;ПРОМПРОДУКТ УГ;16106;16106;1432.95;873.74;2306.69;1172.37;;;3479.06;4547.50;8026.56;3436.22;5
48;88850_7640;88850;7640;УГОЛЬ Г;16111;16111;2018.72;921.86;2940.58;1002.32;1034.28;;4977.18;459.65;5436.83;5645.445;10
49;86370_96710;86370;96710;КОНЦЕНТР УГОЛЬН;16104;16104;2139.61;991.51;3131.12;1038.12;1292.85;;5462.09;6373.99;11836.08;10627.227;3
50;88760_29090;88760;29090;УГОЛЬ Д;16112;16112;1528.40;854.88;2383.28;1293.65;;;3676.93;4781.46;8458.39;3436.22;11
51;86260_30250;86260;30250;УГОЛЬ К;16114;16114;1388.56;674.48;2063.04;929.81;;;2992.85;3561.68;6554.53;3436.22;3
52;86000_98470;86000;98470;АНТРАЦИТ;16101;16101;2198.12;1008.31;3206.43;1253.23;1292.85;;5752.51;3342.25;9094.76;10627.227;13
53;86460_19330;86460;19330;КОНЦЕНТР УГОЛЬН;16104;16104;1560.80;777.11;2337.91;894.93;;;3232.84;4722.64;7955.48;6635.65;2
54;86480_96780;86480;96780;АНТРАЦИТ;16101;16101;2281.72;1061.18;3342.90;1324.49;1292.85;;5960.24;4722.64;10682.88;10627.227;5
55;86390_7640;86390;7640;УГОЛЬ СС;16117;16117;1696.08;768.91;2464.99;1091.52;1034.28;;4590.79;3342.25;7933.04;5645.445;1
56;88850_52520;88850;52520;УГОЛЬ Г;16111;16111;2101.30;977.58;3078.88;1002.32;872.24;;4953.44;459.65;5413.09;6895.2;4
57;87180_7640;87180;7640;УГОЛЬ СС;16117;16117;1696.08;768.91;2464.99;1091.52;1034.28;;4590.79;6138.59;10729.38;5645.445;2
58;88760_10250;88760;10250;УГОЛЬ Д;16112;16112;1309.00;856.42;2165.42;2147.83;;;4313.25;1426.63;5739.88;3436.22;6
59;86300_52100;86300;52100;УГОЛЬ Г;16111;16111;2108.19;958.53;3066.72;1181.30;872.24;;5120.27;3342.25;8462.52;6895.2;9
61;86390_59220;86390;59220;УГОЛЬ СС;16117;16117;1412.24;714.95;2127.19;929.81;;;3057.00;3342.25;6399.26;3436.22;5
62;88760_84320;88760;84320;УГОЛЬ Д;16112;16112;529.24;299.91;829.15;646.83;;;1475.98;4781.46;6257.43;3436.22;17
63;88760_96900;88760;96900;УГОЛЬ Д;16112;16112;1420.25;886.56;2306.81;1131.95;;;3438.76;3360.87;6799.63;3436.22;6
64;88900_22790;88900;22790;УГ БУР НЕПОДМОС;16109;16109;1576.68;865.10;2441.78;859.13;;;3300.91;459.65;3760.56;3436.22;6
65;86230_26460;86230;26460;УГОЛЬ Д;16112;16112;1419.44;693.00;2112.44;1091.52;;;3203.96;3561.68;6765.64;3436.22;2
66;86230_26580;86230;26580;УГОЛЬ Д;16112;16112;1379.35;679.50;2058.85;1091.52;;;3150.37;3561.68;6712.05;3436.22;1
67;86220_83030;86220;83030;УГОЛЬ Д;16112;16112;670.17;354.83;1025.00;687.25;;;1712.25;3561.68;5273.93;3436.22;14
68;86290_52520;86290;52520;УГОЛЬ Т;16118;16118;1973.22;894.00;2867.22;966.52;872.24;;4705.98;3342.25;8048.24;6895.2;2
69;86380_59220;86380;59220;КОНЦЕНТР УГОЛЬН;16104;16104;1497.99;841.23;2339.22;1038.12;;;3377.34;6198.40;9575.74;6635.65;2
70;86480_80120;86480;80120;АНТРАЦИТ;16101;16101;1210.72;600.35;1811.07;823.33;;;2634.40;4722.64;7357.04;3175.51;2
71;85270_52100;85270;52100;АНТРАЦИТ;16101;16101;2004.78;899.89;2904.67;1145.51;872.24;;4922.42;6527.30;11449.72;10110.087;2
72;86480_20280;86480;20280;УГОЛЬ Т;16118;16118;2014.62;914.55;2929.17;1754.06;;;4683.23;8811.99;13495.21;5645.445;12
73;86470_97040;86470;97040;УГОЛЬ Т;16118;16118;1583.28;949.72;2533.00;1038.12;;;3571.12;6527.30;10098.42;3436.22;13
74;88760_98610;88760;98610;УГОЛЬ Д;16112;16112;2194.03;1023.49;3217.52;1536.21;1292.85;;6046.58;7326.90;13373.48;8015.67;26
75;86480_30250;86480;30250;КОНЦЕНТР УГОЛЬН;16104;16104;1543.96;762.45;2306.41;823.33;;;3129.74;8811.99;11941.73;6635.65;6
76;85270_7640;85270;7640;АНТРАЦИТ;16101;16101;1777.55;791.78;2569.33;930.72;1034.28;;4534.33;6527.30;11061.63;8360.43;26
77;87190_96710;87190;96710;КОНЦЕНТР УГОЛЬН;16104;16104;2281.72;1061.18;3342.90;1324.49;1292.85;;5960.24;6198.40;12158.65;10627.227;3
78;87170_87590;87170;87590;УГОЛЬ КАМЕН ПР;16120;16120;196.87;41.62;238.49;444.69;;;683.18;3561.68;4244.86;3436.22;1
79;86220_83030;86220;83030;УГОЛЬ Д;16112;16112;599.80;354.83;954.63;687.25;;;1641.88;3561.68;5203.56;3436.22;14
80;86300_25890;86300;25890;УГОЛЬ Д;16112;16112;1039.23;577.85;1617.08;929.81;;;2546.89;3561.68;6108.57;3436.22;5
81;92200_93280;92200;93280;УГ БУР НЕПОДМОС;16109;16109;362.46;150.90;513.36;357.97;;;871.33;697.92;1569.25;3436.22;2
82;86480_80120;86480;80120;АНТРАЦИТ;16101;16101;1210.72;600.35;1811.07;823.33;;;2634.40;4722.64;7357.04;3175.51;2
83;88800_94700;88800;94700;УГОЛЬ Д;16112;16112;1806.58;804.57;2611.15;491.82;;;3284.79;1426.63;4711.42;8015.67;1
85;86220_10250;86220;10250;УГОЛЬ Д;16112;16112;1189.28;728.55;1917.83;2263.89;;;4181.72;3561.68;7743.40;3436.22;15
86;88760_84320;88760;84320;УГОЛЬ Д;16112;16112;591.33;299.91;891.24;646.83;;;1538.07;4781.46;6319.52;3436.22;17
87;88760_1850;88760;1850;УГОЛЬ Д;16112;16112;2029.31;962.80;2992.11;1374.51;1034.28;;5400.90;4781.46;10182.35;5645.445;15
88;86560_7640;86560;7640;УГОЛЬ Т;16118;16118;1705.09;782.40;2487.49;1091.52;1034.28;;4613.29;3561.68;8174.97;5645.445;12
89;86300_7640;86300;7640;УГОЛЬ Г;16111;16111;1696.08;768.91;2464.99;1091.52;1034.28;;4590.79;3561.68;8152.47;5645.445;49
90;86210_98610;86210;98610;УГОЛЬ Д;16112;16112;2198.12;1008.31;3206.43;1253.23;1292.85;;5752.51;6138.59;11891.10;8015.67;5
91;86300_53310;86300;53310;УГОЛЬ Д;16112;16112;1791.48;835.29;2626.77;1091.52;872.24;;4590.53;3561.68;8152.21;6895.2;9
92;93140_98930;93140;98930;УГОЛЬ Д;16112;16112;2014.62;914.55;2929.17;1754.06;;;4683.23;1043.25;5726.48;8015.67;13
93;93140_97950;93140;97950;УГОЛЬ Д;16112;16112;2057.96;929.21;2987.17;1754.06;;;4741.23;1043.25;5784.48;8015.67;11
94;86490_52520;86490;52520;КОНЦЕНТР УГОЛЬН;16104;16104;1791.48;835.29;2626.77;1091.52;872.24;;4590.53;4547.50;9138.03;10110.087;6
95;86430_30360;86430;30360;УГОЛЬ Т;16118;16118;1476.49;719.98;2196.47;1091.52;;;3287.99;3342.25;6630.24;3436.22;1
96;87180_52520;87180;52520;УГОЛЬ СС;16117;16117;1749.56;809.37;2558.93;1091.52;872.24;;4522.69;6138.59;10661.28;6895.2;3
97;86260_59220;86260;59220;УГОЛЬ К;16114;16114;1397.09;701.46;2098.55;929.81;;;3028.36;3561.68;6590.04;3436.22;4
100;87190_7640;87190;7640;УГОЛЬ КАМЕН ПР;16120;16120;2004.78;899.89;2904.67;1181.30;1034.28;;5120.25;6198.40;11318.66;5645.445;5
101;88760_97950;88760;97950;УГОЛЬ Д;16112;16112;2423.07;1112.50;3535.57;2255.22;;;5790.79;1426.63;7217.42;8015.67;10
104;86300_83030;86300;83030;УГОЛЬ Д;16112;16112;804.25;431.69;1235.94;608.55;;;1844.49;3342.25;5186.74;3436.22;3
105;88760_52520;88760;52520;УГОЛЬ Д;16112;16112;1991.64;935.81;2927.45;1374.51;872.24;;5174.20;3360.87;8535.07;6895.2;14
106;88760_52520;88760;52520;УГОЛЬ Д;16112;16112;1866.28;873.75;2740.03;1051.09;872.24;;4663.37;7326.90;11990.27;6895.2;14
107;86230_92450;86230;92450;УГОЛЬ Д;16112;16112;1008.55;530.68;1539.23;680.14;;;2219.37;6373.99;8593.36;3436.22;4
108;86480_96780;86480;96780;АНТРАЦИТ;16101;16101;2281.72;1061.18;3342.90;1324.49;1292.85;;5960.24;4722.64;10682.88;10627.227;5
110;88760_91400;88760;91400;УГОЛЬ Д;16112;16112;1349.44;746.96;2096.40;1455.36;;;3551.76;3360.87;6912.63;3436.22;16
112;86370_30250;86370;30250;КОНЦЕНТР УГОЛЬН;16104;16104;1551.72;747.80;2299.52;823.33;;;3122.85;6373.99;9496.84;6635.65;4
113;86470_97040;86470;97040;ПРОМПРОДУКТ УГ;16106;16106;1583.28;949.72;2533.00;1038.12;;;3571.12;8811.99;12383.10;3436.22;3
116;86430_7640;86430;7640;УГОЛЬ Т;16118;16118;1823.44;841.39;2664.83;1414.93;1034.28;;5114.04;3342.25;8456.30;5645.445;9
121;86210_52810;86210;52810;УГОЛЬ Д;16112;16112;1791.48;835.29;2626.77;1091.52;872.24;;4590.53;4828.35;9418.89;6895.2;2
122;85270_52530;85270;52530;АНТРАЦИТ;16101;16101;1497.26;914.55;2411.81;1145.51;;;3557.32;6527.30;10084.62;3175.51;4
123;86430_88380;86430;88380;УГОЛЬ Т;16118;16118;545.35;312.42;857.77;687.25;;;1545.02;3342.25;4887.28;3436.22;3
124;86470_52520;86470;52520;ПРОМПРОДУКТ УГ;16106;16106;1978.96;907.92;2886.88;966.52;872.24;;4725.64;8811.99;13537.63;6895.2;1
125;86480_97950;86480;97950;КОНЦЕНТР УГОЛЬН;16104;16104;2503.78;1141.83;3645.61;2326.81;;;5972.42;8811.99;14784.41;10627.227;2
126;86350_51090;86350;51090;УГОЛЬ К;16114;16114;1511.62;929.22;2440.84;1181.30;;;3622.14;4426.45;8048.60;3436.22;1
127;86410_52520;86410;52520;КОНЦЕНТР УГОЛЬН;16104;16104;2113.70;973.20;3086.90;1252.90;872.24;;5212.04;4547.50;9759.54;10110.087;5
128;86210_1850;86210;1850;УГОЛЬ Д;16112;16112;1830.88;860.92;2691.80;1091.52;1034.28;;4817.60;4828.35;9645.95;5645.445;7
129;88760_98930;88760;98930;УГОЛЬ Д;16112;16112;2362.49;1090.51;3453.00;2183.62;;;5636.62;1426.63;7063.25;8015.67;25
131;86350_98470;86350;98470;УГОЛЬ Т;16118;16118;2584.49;1171.15;3755.64;1467.68;1292.85;;6516.17;4426.45;10942.62;8015.67;15
132;88760_98610;88760;98610;УГОЛЬ Д;16112;16112;2059.00;957.04;3016.04;1212.80;1292.85;;5521.69;7326.90;12848.59;8015.67;26
133;86350_98610;86350;98610;УГОЛЬ Т;16118;16118;2584.49;1171.15;3755.64;1467.68;1292.85;;6516.17;4426.45;10942.62;8015.67;18
134;91310_96780;91310;96780;КОНЦЕНТР УГОЛЬН;16104;16104;1025.29;499.79;1525.08;808.53;1292.85;;3626.46;2731.34;6357.80;10627.227;3
136;91610_96900;91610;96900;УГОЛЬ Д;16112;16112;734.65;407.36;1142.01;565.97;;;1707.98;2731.34;4439.32;3436.22;1
137;88760_80140;88760;80140;УГОЛЬ Д;16112;16112;1039.23;577.85;1617.08;889.39;;;2506.47;3360.87;5867.34;3436.22;2
138;87170_98610;87170;98610;УГОЛЬ КАМЕН ПР;16120;16120;2198.12;1008.31;3206.43;1253.23;1292.85;;5752.51;3561.68;9314.18;8015.67;3
139;86280_98610;86280;98610;УГОЛЬ Т;16118;16118;2198.12;1008.31;3206.43;1253.23;1292.85;;5752.51;3561.68;9314.18;8015.67;11
140;85270_7640;85270;7640;АНТРАЦИТ;16101;16101;1903.83;855.89;2759.72;1145.51;1034.28;;4939.51;6527.30;11466.81;8360.43;26
144;86300_98610;86300;98610;УГОЛЬ Г;16111;16111;2427.23;1095.99;3523.22;1109.71;1292.85;;5925.78;3342.25;9268.03;8015.67;43
145;86380_59220;86380;59220;КОНЦЕНТР УГОЛЬН;16104;16104;1560.80;777.11;2337.91;823.33;;;3161.24;6373.99;9535.23;6635.65;2
146;85270_84330;85270;84330;АНТРАЦИТ;16101;16101;538.88;217.74;756.62;393.77;;;1150.39;6527.30;7677.69;10110.087;3
148;91310_98610;91310;98610;КОНЦЕНТР УГОЛЬН;16104;16104;1129.63;518.86;1648.49;646.83;1292.85;;3588.17;2731.34;6319.50;10627.227;5
149;91310_98350;91310;98350;КОНЦЕНТР УГОЛЬН;16104;16104;1079.85;504.42;1584.27;646.83;1292.85;;3523.95;2731.34;6255.28;10627.227;7
150;86300_7640;86300;7640;УГОЛЬ Д;16112;16112;1814.43;827.89;2642.32;1414.93;1034.28;;5091.53;3561.68;8653.21;5645.445;57
152;93790_98610;93790;98610;УГОЛЬ Д;16112;16112;1595.77;714.95;2310.72;889.39;1292.85;;4492.96;4092.63;8585.59;8015.67;4
153;86300_98610;86300;98610;УГОЛЬ Г;16111;16111;2584.49;1171.15;3755.64;1396.09;1292.85;;6444.58;3342.25;9786.83;8015.67;43
156;91160_91150;91160;91150;ПРОМПРОДУКТ УГ;16106;16106;167.72;4.53;172.25;357.97;;;530.22;5595.95;6126.17;3436.22;1
157;86300_7640;86300;7640;УГОЛЬ Г;16111;16111;2004.78;899.89;2904.67;1252.90;1034.28;;5191.85;4426.45;9618.30;5645.445;49
159;86300_30750;86300;30750;УГОЛЬ Д;16112;16112;1525.04;738.60;2263.64;966.52;;;3230.16;4426.45;7656.61;3436.22;1
160;88790_1850;88790;1850;УГОЛЬ Д;16112;16112;2065.95;976.28;3042.23;1455.36;1034.28;;5531.87;3972.41;9504.28;5645.445;9
161;86300_54490;86300;54490;УГОЛЬ Г;16111;16111;2113.70;973.20;3086.90;1897.25;;;4984.15;4426.45;9410.60;6895.2;13
162;86300_53310;86300;53310;УГОЛЬ Д;16112;16112;1978.96;907.92;2886.88;966.52;872.24;;4725.64;3342.25;8067.90;6895.2;9
163;86300_98020;86300;98020;УГОЛЬ Г;16111;16111;2350.57;1068.11;3418.68;1109.71;1292.85;;5821.24;4426.45;10247.69;8015.67;22
164;86300_7640;86300;7640;УГОЛЬ Д;16112;16112;1873.97;835.77;2709.74;966.52;1034.28;;4710.54;3342.25;8052.79;5645.445;57
165;86430_30360;86430;30360;УГОЛЬ Т;16118;16118;1321.47;719.97;2041.44;1091.52;;;3132.96;3342.25;6475.21;3436.22;1
166;85270_76940;85270;76940;АНТРАЦИТ;16101;16101;1304.33;640.15;1944.48;787.54;;;2732.02;6527.30;9259.32;3175.51;9
167;86470_97040;86470;97040;УГОЛЬ Т;16118;16118;1516.51;1017.19;2533.70;1324.49;;;3858.19;6527.30;10385.49;3436.22;13
168;86230_7640;86230;7640;УГОЛЬ Д;16112;16112;1832.12;821.10;2653.22;966.52;1034.28;;4654.02;6198.40;10852.42;5645.445;21
169;88760_20280;88760;20280;УГОЛЬ Д;16112;16112;2108.19;958.53;3066.72;1825.65;;;4892.37;1426.63;6319.00;5645.445;10
170;88760_82680;88760;82680;УГОЛЬ Д;16112;16112;1167.61;586.85;1754.46;715.94;;;2470.40;1426.63;3897.03;3436.22;2
171;88760_82640;88760;82640;УГОЛЬ Д;16112;16112;1128.96;570.68;1699.64;715.94;;;2415.58;1426.63;3842.21;3436.22;1
172;86400_98570;86400;98570;УГОЛЬ Т;16118;16118;2584.49;1171.15;3755.64;1396.09;1292.85;;6444.58;4547.50;10992.08;8015.67;3
173;86480_98090;86480;98090;КОНЦЕНТР УГОЛЬН;16104;16104;2350.57;1068.11;3418.68;1109.71;1292.85;;5821.24;8811.99;14633.23;10627.227;3
174;86470_98350;86470;98350;УГОЛЬ Т;16118;16118;2350.57;1068.11;3418.68;1109.71;1292.85;;5821.24;6527.30;12348.54;8015.67;9
175;86300_30250;86300;30250;УГОЛЬ Г;16111;16111;1551.72;747.80;2299.52;823.33;;;3122.85;4426.45;7549.30;3436.22;9
176;88760_7640;88760;7640;УГОЛЬ Д;16112;16112;1908.39;881.85;2790.24;1374.51;1034.28;;5199.03;7326.90;12525.93;5645.445;27
178;88790_51520;88790;51520;УГОЛЬ Д;16112;16112;1954.39;922.32;2876.71;1374.51;872.24;;5123.46;3972.41;9095.87;6895.2;5
180;86220_52520;86220;52520;УГОЛЬ Д;16112;16112;1869.75;868.36;2738.11;1334.08;872.24;;4944.43;6138.59;11083.02;6895.2;14
182;88900_97000;88900;97000;УГ БУР НЕПОДМОС;16109;16109;1561.43;850.44;2411.87;859.13;;;3271.00;459.65;3730.65;3436.22;6
184;86480_89180;86480;89180;УГОЛЬ Т;16118;16118;743.88;385.69;1129.57;608.55;;;1738.12;8811.99;10550.11;3436.22;1
185;43860_64840;43860;64840;ПРОК ЧЕРМЕТ ПР;32411;32411;3257.64;596.62;3854.26;748.48;0.00;0.00;4602.74;38400.00;43002.74;60000;6
186;43860_80620;43860;80620;ПРОК ЧЕРМЕТ ПР;32411;32411;3662.02;732.90;4394.92;823.33;0.00;0.00;5218.25;38400.00;43618.25;60000;3
187;24360_91140;24360;91140;ТРУБЫ СТ БОЛЬШ;32307;32307;11318.82;0.00;11318.82;1272.80;0.00;0.00;12591.62;58618.00;71209.62;74200;6
189;80120_17140;80120;17140;РЕЛЬСЫ НОВ Р-65;32102;32102;4621.49;667.82;5289.31;1192.31;0.00;0.00;6481.62;59160.00;65641.62;68000;1
190;59220_89210;59220;89210;СТАЛЬ ЛИСТ ПР;32416;32416;3107.75;0.00;3107.75;484.05;0.00;0.00;3770.75;27889.28;31660.03;50500;2
191;21190_24360;21190;24360;ЧУГУН ПЕР РЯД;31106;31106;922.68;0.00;922.68;322.17;0.00;0.00;1244.85;27645.00;28889.85;29100;2
192;24360_84000;24360;84000;КОЛЕСА ВАГ НОВ;32404;32404;4844.66;0.00;4844.66;570.00;0.00;0.00;5414.66;142990.00;148404.66;181000;2
193;24360_79820;24360;79820;ТРУБЫ МЕТ ПР;32305;32305;5547.31;1013.36;6560.67;1328.14;0.00;0.00;7888.81;52535.00;60423.81;66500;4
194;24360_92710;24360;92710;ТРУБЫ СТ БОЛЬШ;32307;32307;9443.33;0.00;9443.33;1051.44;0.00;0.00;10494.77;58618.00;69112.77;74200;6
195;80120_17140;80120;17140;РЕЛЬСЫ НОВ Р-65;32102;32102;4507.54;650.31;5157.85;1195.18;0.00;0.00;6353.03;59160.00;65513.03;68000;1
197;43860_62850;43860;62850;ЗАГОТ Д/ПЕР РЯД;31403;31403;2392.85;457.24;2850.09;626.72;0.00;0.00;3476.81;24271.10;27747.91;37923.6;14
